2102.58008,2102.58008,2072.37012,2081.17993,3627600000
2105.95996,2111.30005,2100.02002,2104.98999,3434120000
2097.82007,2111.90991,2097.82007,2106.62988,4013760000
2092.28003,2098.62012,2083.23999,2095.84009,3301270000
2102.03003,2107.6499,2092.33008,2092.42993,2908420000
2091.51001,2102.61011,2091.51001,2102.06006,536200000
2081.29004,2093.31006,2074.29004,2091.17993,3172360000
2076.93994,2086.68994,2073.30005,2081.8999,3265330000
2080.79004,2089.81006,2076.1001,2076.33008,3065510000
2064.87012,2086.98999,2056.52002,2080.62012,3302970000
2060.03003,2072.16992,2057.32007,2066.95996,3095960000
2067.62988,2067.62988,2048.37988,2059.68994,3543270000
2084.05005,2084.05005,2067.04004,2067.88989,3376550000
2064.11011,2088.96997,2064.11011,2086.23999,2917690000
2055.78003,2062.83008,2052.95996,2061.02002,3008550000
2059.93994,2067.1499,2045.5,2056.1499,3510670000
2093.1001,2097.42993,2061.05005,2061.05005,3521140000
2103.93994,2107.62988,2091.5,2091.5,3189820000
2107.98999,2114.86011,2104.41992,2104.41992,3267960000
2090.32007,2113.91992,2090.32007,2108.1001,5554120000
2098.68994,2098.68994,2085.56006,2089.27002,3305220000
2072.84009,2106.8501,2061.22998,2099.5,4128210000
2080.59009,2080.59009,2065.08008,2074.28003,3221840000
2055.3501,2081.40991,2055.3501,2081.18994,3295600000
2064.56006,2064.56006,2041.17004,2053.3999,3498560000
2041.09998,2066.40991,2041.09998,2065.94995,3405860000
2044.68994,2050.08008,2039.68994,2040.23999,3406570000
2076.13989,2076.13989,2044.16003,2044.16003,3668900000
2072.25,2083.48999,2072.20996,2079.42993,3349090000
2100.90991,2100.90991,2067.27002,2071.26001,3853570000
2098.54004,2104.25,2095.21997,2101.04004,3103030000
2107.71997,2107.71997,2094.48999,2098.53003,3421110000
2115.76001,2115.76001,2098.26001,2107.78003,3262300000
2105.22998,2117.52002,2104.5,2117.38989,3409490000
2110.87988,2112.73999,2103.75,2104.5,3547380000
2113.90991,2113.90991,2103.76001,2110.73999,3408690000
2115.30005,2119.59009,2109.88989,2113.86011,3312340000
2109.1001,2117.93994,2105.87012,2115.47998,3199840000
2109.83008,2110.05005,2103,2109.65991,3093680000
2097.6499,2110.61011,2085.43994,2110.30005,3281600000
2099.25,2102.12988,2090.79004,2097.44995,3247100000
2099.15991,2100.22998,2092.1499,2099.67993,3370020000
2096.46997,2101.30005,2089.80005,2100.34009,3361750000
2088.78003,2097.03003,2086.69995,2096.98999,3527450000
2069.97998,2088.53003,2069.97998,2088.47998,3788350000
2068.55005,2073.47998,2057.98999,2068.53003,3596860000
2049.37988,2070.86011,2048.62012,2068.59009,3669850000
2053.46997,2056.15991,2041.88,2046.73999,3549540000
2062.28003,2072.3999,2049.96997,2055.46997,4232970000
2043.44995,2063.55005,2043.44995,2062.52002,3821990000
